01_game_name,02_hltb_name,03_hltb_id,04_time_main,05_time_plus,06_time_100,07_time_allstyle,08_count_main,09_count_plus,10_count_100,11_count_allstyle,12_count_completed,13_count_speedrun,14_count_backlog,15_count_playing,16_count_retired,17_review_score,18_count_review
Beatbuddy Tale of the Guardians,beatbuddy: tale of the guardians,13549,19063,21719,38433,21515,57,30,12,99,282,2,2152,19,349,63,56
WRC 4 FIA WORLD RALLY CHAMPIONSHIP,wrc 4: fia world rally championship,14642,51974,59539,84668,60343,10,4,4,18,54,0,139,2,33,64,14
Why So Evil 2 Dystopia,why so evil 2: dystopia,24405,0,0,10440,10440,0,0,1,1,5,0,149,0,48,0,0
Sigils of Elohim,sigils of elohim,21891,8417,12020,10264,10259,9,4,27,40,173,0,314,7,81,63,21
Call of Juarez Gunslinger,call of juarez: gunslinger,1487,18309,25145,49173,21402,973,420,112,1505,3974,6,4013,111,320,77,913
Alien Shooter Vengeance,alien shooter: vengeance,364,20167,21600,32400,22145,4,1,1,6,13,0,25,1,7,73,4
fault milestone one,fault milestone one,23217,18334,25620,27806,22030,71,7,51,129,247,0,856,6,24,77,50
Pinball FX2,pinball fx 2,7052,43270,69150,0,56630,3,3,0,6,60,0,732,10,243,73,19
EasyAntiCheat eSports,,,,,,,,,,,,,,,,,
Super 3-D Noah's Ark,super 3-d noah's ark,30033,18282,20918,25200,20878,8,1,1,10,17,0,344,4,39,47,3
Frontline Tactics,frontline tactics,23200,0,0,0,0,0,0,0,0,3,0,48,0,9,0,0
BioShock,bioshock,1065,43563,56192,80102,50880,2852,2089,561,5502,16762,11,14782,234,2210,85,4202
Metro Last Light Redux,metro: last light redux,20883,34859,48129,95247,41325,925,563,98,1586,3956,2,6984,88,208,80,1073
Heroes of Might & Magic V Hammers of Fate,,,,,,,,,,,,,,,,,
Patch testing for Chivalry,,,,,,,,,,,,,,,,,
Nancy Drew Ghost Dogs of Moon Lake ,nancy drew: ghost dogs of moon lake,6360,14494,25420,27000,18515,8,1,3,12,62,1,47,0,5,69,9
Breezeblox,breezeblox,37976,0,0,16296,16296,0,0,5,5,7,0,40,0,3,70,4
Fishing Planet,fishing planet,29149,0,0,0,0,0,0,0,0,28,0,474,23,252,37,3
DiRT Rally,dirt rally,26481,101604,231057,517190,183028,26,10,9,45,250,0,3288,84,538,77,95
Hotline Miami 2 Wrong Number,hotline miami 2: wrong number,4531,31478,45341,120565,37898,628,203,58,889,2914,0,4146,59,306,78,728
Labyronia RPG,labyronia,29984,58763,60293,73392,63934,4,3,10,17,50,0,569,11,58,68,9
Legends of Aethereus,legends of aethereus,13729,0,0,100800,100800,0,0,1,1,2,0,155,2,23,70,1
Farming Giant,farming giant,17895,0,0,0,0,0,0,0,0,0,0,14,0,6,0,0
Shufflepuck Cantina Deluxe VR,,,,,,,,,,,,,,,,,
Teenage Mutant Ninja Turtles Out of the Shadows,teenage mutant ninja turtles: out of the shadows,13288,20133,26932,39124,24345,8,9,1,18,58,0,112,1,24,66,16
Undertale,undertale,30385,24266,38578,74672,34847,1715,1357,553,3625,9478,15,8296,135,729,86,2691
F1 2011,f1 2011,3306,65190,79769,235440,81324,7,4,1,12,79,0,250,2,61,69,25
GTR Evolution,gtr evolution,4144,2400,0,0,2400,2,0,0,2,29,0,1038,19,253,50,1
IL-2 Sturmovik Cliffs of Dover,il-2 sturmovik: cliffs of dover,4619,37500,0,0,37500,1,0,0,1,5,0,72,2,21,30,1
Joe Danger 2 The Movie,joe danger 2: the movie,4854,8425,15655,44230,14414,24,17,9,50,133,0,1615,11,261,64,46
Rune Classic,rune classic,12397,32244,40113,46653,34743,14,10,1,25,67,0,600,7,32,78,12
Farm for your Life,farm for your life,14178,25860,27318,73536,35223,5,4,4,13,32,0,82,1,12,70,4
Dig or Die,dig or die,27785,46826,0,128040,53700,7,0,1,8,20,0,73,1,14,75,4
Dragons and Titans,dragons and titans,23255,42300,0,0,42300,1,0,0,1,4,0,129,3,38,40,2
Blazing Angels 2 Secret Missions of WWII,blazing angels 2: secret missions of wwii,1148,35100,57600,0,39000,4,2,0,6,17,0,63,1,6,67,6
Combat Arms,combat arms,1820,0,0,0,0,0,0,0,0,15,0,38,0,32,64,10
Spacebase DF-9,spacebase df-9,22993,14400,0,15870,16358,3,0,1,4,52,0,764,6,182,43,4
Call of Duty Advanced Warfare,call of duty: advanced warfare,18220,25668,35004,61138,28708,681,159,60,900,2781,2,1266,20,264,69,841
"Warhammer 40,000 Dawn of War II","warhammer 40,000: dawn of war ii",11043,54514,76511,156356,70155,126,151,20,297,1334,0,2841,26,447,78,224
Wings of Prey,wings of prey,4618,29063,35149,0,31899,7,4,0,11,52,0,347,5,82,63,9
Primal Carnage Extinction,primal carnage: extinction,22962,0,0,0,0,0,0,0,0,20,0,506,8,71,59,7
Darkspore,darkspore,2249,60441,159900,0,79118,7,3,0,10,26,0,97,3,60,59,7
SimCity 4 Deluxe,simcity 4 deluxe,27210,19084,47918,62775,45664,6,4,4,14,234,0,1469,21,537,76,35
Eschalon Book 2,,,,,,,,,,,,,,,,,
Universe Sandbox,universe sandbox,29773,0,0,0,0,0,0,0,0,38,0,228,13,61,79,8
The Incredible Adventures of Van Helsing III,the incredible adventures of van helsing iii,26443,28172,37569,54220,35414,15,25,3,43,130,0,604,9,64,64,27
Memoir '44 Online,memoir '44 online,29205,0,0,0,0,0,0,0,0,3,0,74,4,26,60,1
F1 Race Stars,f1 race stars,3309,44778,73128,80994,64800,7,6,5,18,52,0,438,11,75,61,18
Battle Nations,battle nations,19810,112560,0,0,112560,1,0,0,1,2,0,43,4,23,20,1
Metro 2033 Redux,metro 2033 redux,20737,32538,41020,83092,37104,1375,721,143,2239,5340,1,6443,120,373,77,1428
Secret Files Sam Peters,secret files: sam peters,14504,8428,9780,10923,9411,13,4,13,30,53,0,164,2,8,63,16
Doorways The Underworld,doorways: chapter 3 - the underworld,21138,7588,8380,12075,8802,9,3,4,16,35,0,207,4,21,50,7
Kingdom Rush,kingdom rush,5051,30512,60871,120650,64911,60,62,51,173,586,0,1163,13,136,79,144
Brawlhalla,brawlhalla,22766,260075,483117,652643,472173,12,5,8,25,339,0,1840,93,1354,63,175
Tony Hawk's Pro Skater HD,tony hawk's pro skater hd,10497,17571,31848,59041,32673,18,27,17,62,244,0,401,3,102,62,66
